predicted,ground_truth
"SubString{String}[""baseline feedback model"", ""feedback model distribution"", ""feedback language models"", ""baseline feedback method"", ""baseline feedback terms"", ""expansion language model variance"", ""feedback model"", ""original query model"", ""feedback language"", ""feedback method"", ""retrieval feedback"", ""feedback term"", ""expansion language model"", ""feedback models"", ""baseline feedback"", ""feedback terms"", ""feedback distribution"", ""query expansion"", ""query method"", ""baseline expansion method"", ""query terms"", ""feedback"", ""original query"", ""language model"", ""expansion model"", ""retrieval model"", ""expansion method"", ""query"", ""expansion term"", ""language models"", ""baseline expansion"", ""expansion terms"", ""document models"", ""information retrieval"", ""baseline queries"", ""model"", ""language"", ""expansion"", ""documents"", ""method"", ""document"", ""retrieval"", ""term"", ""models"", ""baseline"", ""terms"", ""information"", ""average"", ""distribution"", ""topic"", ""queries"", ""original"", ""variance""]","[""estimating uncertainty"", ""feedback method"", ""language modeling"", ""feedback distribution"", ""vector space-based algorithm"", ""enhanced feedback model"", ""query expansion"", ""risk"", ""information retrieval"", ""feedback model"", ""posterior distribution"", ""probability distribution"", ""pseudo-relevance feedback""]"
"SubString{String}[""a network flow"", ""network flow games"", ""power index"", ""network flow"", ""flow network"", ""a flow"", ""e ="", ""edge e"", ""power a"", ""a power"", ""flow"", ""such edge"", ""coalition a"", ""a coalition"", ""a layer"", ""such a"", ""index"", ""e"", ""power"", ""network"", ""="", ""edges"", ""edge"", ""a"", ""games"", ""coalition"", ""layer"", ""vertices"", ""agents"", ""such"", ""v""]","[""multiagent application"", ""analysis of algorithm and problem complexity"", ""connectivity game"", ""social choice theory"", ""computational complexity"", ""automated agent voting"", ""network flow game"", ""vote"", ""power index"", ""voting theory"", ""algorithm and problem complexity analysis"", ""probabilistic model"", ""banzhaf power index"", ""preference aggregation""]"
"SubString{String}[""a cognitive load model"", ""agent cognitive model"", ""human cognitive load"", ""a cognitive agent"", ""cognitive load model"", ""cognitive load models"", ""agent agent"", ""agent information"", ""cognitive load"", ""agent team"", ""agent human"", ""human cognitive"", ""cognitive model"", ""agent capacity"", ""mental load"", ""human team"", ""agent teams"", ""cognitive capacity"", ""load model"", ""agent j."", ""cognitive models"", ""a cognitive"", ""hidden cognitive"", ""information a"", ""communication load"", ""load models"", ""a load"", ""hidden load"", ""secondary task performance"", ""agents human"", ""team performance"", ""mental model"", ""a secondary task"", ""agent"", ""a team"", ""a human"", ""cognitive"", ""information"", ""mental models"", ""capacity model"", ""task performance"", ""load"", ""a model"", ""communication capacity"", ""secondary task"", ""a time"", ""team"", ""human"", ""multi-party communication"", ""group communication"", ""a multi-party"", ""a state"", ""hidden state"", ""a secondary"", ""a group"", ""mental"", ""model"", ""task"", ""agents"", ""time"", ""performance"", ""communication"", ""capacity"", ""teams"", ""="", ""models"", ""a"", ""hidden"", ""multi-party"", ""state"", ""secondary"", ""group""]","[""heuristic"", ""shared belief map"", ""cognitive model"", ""resource allocation"", ""human performance"", ""teamwork schema"", ""human-agent team performance"", ""multi-party communication"", ""problem-solving"", ""human-center teamwork"", ""collaboration"", ""share belief map"", ""multiagent teamwork"", ""info-sharing"", ""reasoning"", ""cognitive load theory"", ""task performance"", ""teamwork"", ""expectation""]"
"SubString{String}[""search query"", ""known-item search tasks"", ""search task"", ""destinations search"", ""search system"", ""systems search"", ""search systems"", ""task subjects"", ""search tasks"", ""subjects system"", ""subjects information"", ""exploratory search"", ""query destinations"", ""popular search"", ""search results"", ""query suggestions"", ""study subjects"", ""known-item tasks information"", ""search"", ""subjects"", ""popular destination systems"", ""popular destination suggestions"", ""query"", ""exploratory task"", ""information users"", ""known-item task"", ""popular destinations"", ""destinations popular"", ""exploratory tasks"", ""destination systems"", ""known-item tasks"", ""user study"", ""destination suggestions"", ""destination p"", ""p ="", ""task"", ""destinations"", ""system"", ""information"", ""user"", ""systems"", ""tasks"", ""suggestions"", ""users"", ""exploratory"", ""p"", ""known-item"", ""destination"", ""="", ""queries"", ""popular"", ""results"", ""study""]","[""log-based evaluation"", ""session trail"", ""improving query"", ""web search interaction"", ""popular destination"", ""search destination"", ""user study"", ""related query"", ""lookup-based approach"", ""query trail"", ""information-seeking experience"", ""retrieval performance"", ""enhance web search""]"
"SubString{String}[""search engine query"", ""cluster web search results."", ""search results"", ""cluster search results."", ""web search results."", ""search queries"", ""search engine"", ""web search"", ""search results."", ""search"", ""query jaguar"", ""log-based results"", ""web query"", ""query"", ""results"", ""different aspects"", ""log-based method"", ""test data"", ""cluster-based method"", ""different jaguar"", ""jaguar car"", ""test"", ""method"", ""pages"", ""aspects"", ""queries"", ""cluster"", ""clusters"", ""jaguar"", ""different"", ""engine"", ""log-based"", ""information"", ""data"", ""car"", ""cluster-based"", ""results.""]","[""reciprocal rank"", ""pseudo-document"", ""mean average precision"", ""interest aspect"", ""clickthrough"", ""monothetic clustering algorithm"", ""ranking function"", ""past query"", ""retrieval model"", ""cosine similarity"", ""history collection"", ""star clustering algorithm"", ""centroid prototype"", ""centroid-based method"", ""search result organization"", ""ambiguity"", ""meaningful cluster label"", ""search engine log"", ""pairwise similarity graph"", ""search result snippet"", ""suffix tree clustering algorithm"", ""clustering view"", ""similarity threshold parameter"", ""log-based method""]"
"SubString{String}[""securities market"", ""securities markets"", ""other securities"", ""order securities"", ""securities"", ""auctioneer\""s matching problem"", ""a combinatorial number"", ""auctioneer problem"", ""a state ω"", ""= c"", ""a security"", ""a payoff"", ""a market"", ""a problem"", ""matching problem"", ""auctioneer\""s payoff"", ""other agents"", ""combinatorial auctioneer"", ""a number"", ""a matching"", ""a set"", ""auctioneer\""s matching"", ""∧"", ""a combinatorial"", ""a state"", ""state ω"", ""="", ""auctioneer"", ""security"", ""payoff"", ""market"", ""agents"", ""problem"", ""a"", ""number"", ""c"", ""matching"", ""markets"", ""future"", ""orders"", ""adversary"", ""other"", ""securities,"", ""economic"", ""auctioneer\""s"", ""set"", ""price"", ""r."", ""ω"", ""variables"", ""bids"", ""order"", ""combinatorial"", ""event"", ""state""]","[""bet"", ""risk allocation"", ""compound security"", ""tractable case"", ""compound security market"", ""combinatorial bet"", ""speculate"", ""bayesian network"", ""hedge"", ""trade in financial instrument base on logical formula"", ""gamble"", ""computational complexity of match"", ""information aggregation"", ""effective probability assessment"", ""combined-value trading"", ""combinatorial betting"", ""payoff vector"", ""approximation algorithm"", ""arbitrary logical combination"", ""base security""]"
"SubString{String}[""let player i ="", ""player i ="", ""players i ="", ""player i cost"", ""source s ="", ""player i ∈"", ""source fair connection game"", ""s ="", ""= s"", ""players i ∈"", ""i ="", ""= i"", ""fair cost connection"", ""player i"", ""source connection game"", ""strong equilibrium"", ""fair connection game"", ""edge cost"", ""players i"", ""="", ""source fair connection"", ""fair cost"", ""connection game"", ""player"", ""source s"", ""i ∈"", ""edge source"", ""cost"", ""players"", ""fair connection"", ""strong"", ""equilibrium"", ""game"", ""let"", ""s"", ""edge"", ""i"", ""∈"", ""connection"", ""source"", ""path"", ""graph"", ""fair"", ""network"", ""profile""]","[""anarchy price"", ""game theory"", ""multi source and sink"", ""optimal solution"", ""single source multiple sink"", ""cost share game"", ""cost of the edge"", ""network design"", ""player number"", ""cost sharing connection game"", ""fair connection game"", ""coalition"", ""number of player"", ""strong equilibrium"", ""general connection game"", ""nash equilibrium"", ""specific cost"", ""the edge cost"", ""price of anarchy"", ""strong price of anarchy"", ""single source and sink"", ""extension parallel graph"", ""graph topology""]"
"SubString{String}[""a normative conflict"", ""a normative structure"", ""a normative transition"", ""a normative"", ""normative structure"", ""normative transition"", ""normative positions"", ""payment normative"", ""normative"", ""conflict set σ"", ""a conflict"", ""a ="", ""= a"", ""norm conflict"", ""a set"", ""a a"", ""σ ="", ""a transition"", ""a prohibition"", ""a norm"", ""such a"", ""a payment"", ""n ∈"", ""conflict"", ""="", ""agent"", ""algorithm"", ""set"", ""a"", ""structure"", ""agents"", ""norms"", ""n"", ""transition"", ""prohibition"", ""norm"", ""such"", ""petri"", ""δ"", ""∈"", ""σ"", ""client,"", ""obligation"", ""payment""]","[""electronic institution"", ""activity"", ""token"", ""normative position"", ""scenario"", ""permission overlap"", ""bi-partite graph"", ""normative transition rule"", ""algorithm"", ""coordination"", ""regulate multi-agent system"", ""conflict"", ""norm conflict"", ""normative scene"", ""organisation"", ""normative structure"", ""protocol"", ""prohibition""]"
"SubString{String}[""information market"", ""agents information"", ""price equilibrium value"", ""market price"", ""i ="", ""= i"", ""information markets"", ""common prior probability distribution"", ""n ="", ""= n"", ""n agents"", ""agent agent"", ""agent i"", ""agents knowledge"", ""equilibrium price"", ""information"", ""function value"", ""round price"", ""prior probability distribution"", ""="", ""n n"", ""market"", ""round r."", ""agents"", ""price"", ""common knowledge"", ""common prior"", ""prior distribution"", ""prior probability"", ""probability distribution"", ""value"", ""agent"", ""i"", ""r."", ""function"", ""n"", ""equilibrium"", ""security"", ""theorem"", ""knowledge"", ""common"", ""prior"", ""economic"", ""markets"", ""round"", ""distribution"", ""probability""]","[""distributed information"", ""empirical and laboratory evidence"", ""economic theory"", ""equilibrium price"", ""bit number"", ""probability distribution"", ""convergence to equilibrium"", ""trader"", ""financial security"", ""computational property of the process"", ""security"", ""payoff"", ""rational expectation"", ""worst case"", ""security's value"", ""number of bit"", ""information aggregation"", ""round"", ""computational process"", ""threshold function"", ""trading strategy"", ""simplified model"", ""market computation"", ""efficient market hypothesis"", ""lower bound"", ""information market"", ""distribute information market"", ""market price"", ""path toward equilibrium""]"
"SubString{String}[""cache query answers"", ""query answers cache"", ""cache query"", ""caching query answers"", ""query terms"", ""caching query"", ""query answers"", ""static cache"", ""caching posting lists"", ""posting lists static"", ""query"", ""answers posting lists"", ""cache posting"", ""cache system"", ""static caching"", ""terms ="", ""caching search"", ""cache"", ""caching answers"", ""different caching"", ""posting lists"", ""caching posting"", ""different time"", ""caching system"", ""queries"", ""hit rate"", ""terms"", ""lists"", ""caching"", ""static"", ""time"", ""figure"", ""search"", ""answers"", ""rate"", ""hit"", ""="", ""queries."", ""different"", ""posting"", ""documents"", ""system""]","[""web search"", ""efficient caching system"", ""distribution of the query"", ""remote server layer"", ""disk layer"", ""caching query result"", ""web search engine"", ""dynamic caching"", ""effectiveness of static caching"", ""query log"", ""data-access hierarchy"", ""static caching effectiveness"", ""static caching"", ""caching posting list"", ""answer and posting list"", ""the query distribution"", ""static cache"", ""information retrieval system"", ""cache""]"
"SubString{String}[""a plan failure"", ""bdi plan failure"", ""plan failure"", ""a goal failure"", ""agent execution"", ""task failure"", ""agent tasks"", ""agent such"", ""goal failure"", ""abort a task"", ""a plan"", ""a goal construct"", ""agent"", ""a task"", ""a failure"", ""plan"", ""goal construct"", ""v = v"", ""a goal"", ""such goals a"", ""task"", ""failure"", ""such execution"", ""goal"", ""abort v"", ""program construct"", ""a program"", ""such a"", ""abort a"", ""a paper"", ""such agents"", ""execution"", ""v"", ""tasks"", ""program"", ""such"", ""plans"", ""construct"", ""abort"", ""paper"", ""goals"", ""a"", ""semantics"", ""="", ""abort-method"", ""approach"", ""agents""]","[""failure"", ""goal construct"", ""operational semantics"", ""intelligent agent"", ""goal"", ""task"", ""agency formal model"", ""abort-method"", ""formal model of agency"", ""reactive and deliberative architecture"", ""agent"", ""dealing"", ""cleanup method""]"
"SubString{String}[""relevance judgments"", ""information retrieval expert"", ""confidence estimates"", ""relevance probabilities"", ""relevance estimates"", ""information retrieval"", ""confidence"", ""relevance"", ""a model"", ""expert probabilities"", ""retrieval systems"", ""probability estimates"", ""="", ""a probability"", ""data set"", ""a document"", ""judgments"", ""a set"", ""a test"", ""documents"", ""information"", ""model"", ""evaluation"", ""retrieval"", ""expert"", ""probability"", ""document"", ""probabilities"", ""data"", ""set"", ""estimates"", ""systems"", ""a"", ""test""]","[""evaluation"", ""variance"", ""test collection"", ""rtc"", ""reusability"", ""lowerest-confidence comparison"", ""mtc"", ""relevance judgement"", ""relevance distribution"", ""distribution of relevance"", ""information retrieval"", ""expectation""]"
"SubString{String}[""agent\""s plan future"", ""agent\""s future behavior"", ""agent behavior internal"", ""environment internal state"", ""agent\""s plan"", ""agent\""s future"", ""agent\""s disposition"", ""agent\""s internal"", ""system state"", ""agent behavior"", ""internal state"", ""current pheromone"", ""ghosts a"", ""a pheromone"", ""agents"", ""current time"", ""units units"", ""agent\""s"", ""current page"", ""current system"", ""other units"", ""a page"", ""behavior a"", ""a system"", ""state"", ""pheromones current"", ""agent"", ""ghosts"", ""pheromone"", ""time"", ""systems"", ""plan"", ""future"", ""page"", ""behavior"", ""system"", ""units"", ""disposition"", ""current"", ""pheromones"", ""entity"", ""internal"", ""other"", ""world"", ""environment"", ""a""]","[""bdi"", ""internal state"", ""agent's goal"", ""swarm intelligence"", ""behavioral evolution and extrapolation"", ""future behavior"", ""prediction"", ""nonlinear dynamical system"", ""agent behavior prediction"", ""dynamics"", ""disposition"", ""digital pheromone"", ""emotion"", ""pheromone flavor"", ""agent reasoning"", ""external behavior"", ""plan recognition"", ""plan inference"", ""evolution""]"
"SubString{String}[""social task allocation problem"", ""task allocation problem"", ""social task allocation"", ""task t ∈"", ""task allocation"", ""agent task"", ""agents agents"", ""task t"", ""task set"", ""agent social network"", ""tasks t ∈"", ""task"", ""allocation algorithm"", ""different agents"", ""resource allocation"", ""agent social"", ""network problem"", ""social network"", ""different tasks"", ""different problem"", ""different social"", ""social networks"", ""set problem"", ""agents"", ""t ∈"", ""different resource"", ""allocation"", ""="", ""different networks"", ""tasks"", ""problem"", ""social"", ""algorithm"", ""agent"", ""network"", ""resources"", ""t"", ""resource"", ""∈"", ""different"", ""networks"", ""number"", ""set"", ""figure"", ""upper""]","[""social network"", ""strategic agent"", ""behavior"", ""computational complexity"", ""algorithm"", ""allocation"", ""interaction"", ""communication message"", ""task allocation"", ""utility"", ""multiagent system"", ""resource"", ""agent"", ""social relationship""]"
"SubString{String}[""index queries"", ""index pruning"", ""document pruning"", ""index if"", ""web search"", ""search results"", ""index size"", ""inverted index"", ""document ranking"", ""index fraction"", ""query results"", ""top-k queries"", ""keyword pruning"", ""search"", ""= top-k"", ""size s."", ""p-index size"", ""web documents"", ""index"", ""document"", ""top-k documents"", ""top-k results"", ""query"", ""queries"", ""pruning"", ""if"", ""="", ""size"", ""ranking"", ""inverted"", ""web"", ""keyword"", ""documents"", ""s."", ""fraction"", ""results"", ""p-index"", ""top-k""]","[""top-matching page"", ""optimal size"", ""prune"", ""web search engine"", ""degradation of result quality"", ""pruning technique"", ""pruning-based performance optimization"", ""result computation algorithm"", ""top search result"", ""invert index"", ""pruned index"", ""result quality degradation"", ""large-scale inverted index"", ""online search market"", ""query load"", ""correctness guarantee""]"
"SubString{String}[""high ratings"", ""user reviews"", ""hotel reviews"", ""average ratings"", ""feature f"", ""online reviews"", ""f ="", ""high rating"", ""high value"", ""features f"", ""average rating"", ""high quality"", ""ratings"", ""quality value"", ""reviews"", ""(i) ="", ""high weights"", ""online review"", ""textual review"", ""quality expectation"", ""f"", ""rating"", ""users"", ""feature"", ""="", ""high"", ""value"", ""user"", ""quality"", ""hotel"", ""review"", ""average"", ""online"", ""features"", ""textual"", ""reputation"", ""expectation"", ""hotels"", ""weights"", ""(i)""]","[""clear incentive absence"", ""brag-and-moan model"", ""absence of clear incentive"", ""semantic orientation of product evaluation"", ""online review"", ""utility of the product"", ""rating"", ""great probability bi-modal"", ""feature-by-feature estimator of quality"", ""the product utility"", ""reputation mechanism"", ""u-shaped distribution"", ""correlation"", ""large span of time""]"
"SubString{String}[""document clustering methods"", ""data clustering methods"", ""xi ="", ""document clustering"", ""i ="", ""document xi"", ""method global regularization"", ""local regularization"", ""local learning"", ""clustering results"", ""spectral clustering"", ""clustering methods"", ""cluster results"", ""clustering documents"", ""="", ""i xi"", ""information results"", ""global information"", ""document"", ""global regularization"", ""data"", ""global learning"", ""local"", ""clustering"", ""cluster"", ""xi"", ""dataset"", ""matrix"", ""results"", ""information"", ""i"", ""global"", ""spectral"", ""methods"", ""regularization"", ""documents"", ""method"", ""learning""]","[""cluster hierarchy"", ""global regularization"", ""spectrum"", ""partitioning method"", ""label prediction"", ""specified search"", ""hierarchical method"", ""document cluster"", ""document clustering"", ""regularization"", ""manifold"", ""function estimation""]"
"SubString{String}[""news stories"", ""new term"", ""news story"", ""news time information"", ""news topic"", ""new story"", ""new topic"", ""news class"", ""different news"", ""news information"", ""different term"", ""new detection"", ""new model"", ""times term"", ""other stories"", ""new event"", ""new cluster"", ""cluster story"", ""news"", ""topic information"", ""other terms"", ""term"", ""stories"", ""new"", ""event detection"", ""story"", ""time information"", ""other systems"", ""topic"", ""terms"", ""class"", ""different"", ""detection"", ""similarity"", ""time"", ""model"", ""systems"", ""information"", ""event"", ""cluster"", ""other"", ""times""]","[""class of story"", ""news volume"", ""news indexing-tree"", ""topic detection and track"", ""new event detection"", ""ned accuracy"", ""training data"", ""linguistic data consortium"", ""volume of news"", ""story class"", ""term weight"", ""existing system"", ""statistics"", ""stream of news story"", ""real-time index"", ""baseline system"", ""term reweighting approach"", ""news story stream"", ""named entity reweighting mode"", ""speed up the ned task"", ""name entity""]"
"SubString{String}[""negotiation negotiation"", ""such negotiation order"", ""negotiation time"", ""local negotiation"", ""negotiation order"", ""negotiation chain"", ""negotiation"", ""other agent"", ""agent local"", ""other agents"", ""agents local"", ""local task"", ""other tasks"", ""local tasks"", ""multiple other"", ""local multiple"", ""agent"", ""multiple negotiations"", ""local information"", ""agents"", ""time"", ""such information"", ""other"", ""local"", ""negotiations"", ""task"", ""order"", ""tasks"", ""="", ""flexibility"", ""multiple"", ""set"", ""information"", ""such"", ""system"", ""chain""]","[""negotiation framework"", ""virtual organization"", ""multiple agent"", ""multi-link negotiation"", ""complex supply-chain scenario"", ""multiple concurrent task"", ""flexibility"", ""reputation mechanism"", ""multi-linked negotiation"", ""distributed setting"", ""agent"", ""pre-negotiation"", ""semi-cooperative multi-agent system"", ""negotiation chain"", ""sub-task relocation""]"
"SubString{String}[""user data"", ""new user"", ""new learning algorithm"", ""user model"", ""user m"", ""user models"", ""m ="", ""new algorithm"", ""user"", ""data"", ""hierarchical model"", ""recommendation system"", ""hierarchical bayesian"", ""movie recommendation"", ""="", ""hierarchical models"", ""new"", ""σ2"", ""algorithm"", ""model"", ""m"", ""users"", ""recommendation"", ""bayesian"", ""information"", ""learning"", ""system"", ""hierarchical"", ""document"", ""movie"", ""models""]","[""parameter"", ""collaborative filtering"", ""recommender system"", ""modeling"", ""recommendation system"", ""content-based"", ""information filter"", ""bayesian hierarchical model"", ""classification"", ""personalization"", ""linear regression"", ""ir"", ""rating"", ""learning technique"", ""em algorithm""]"
"SubString{String}[""sensor deployment"", ""target detection"", ""path exposure"", ""exposure path"", ""sensors"", ""detection probability"", ""sensor"", ""exposure"", ""target"", ""detection"", ""cost"", ""deployment"", ""number"", ""probability"", ""="", ""region"", ""path"", ""−""]","[""exposure"", ""deployment"", ""number of sensor"", ""minimum exposure"", ""sensor network"", ""value fusion"", ""target detection"", ""random sensor placement"", ""sensor field"", ""collaborative target detection"", ""sequential deployment"", ""target decay"", ""sensor number"", ""path exposure""]"
"SubString{String}[""search queries search queries"", ""search query results"", ""web query classification"", ""web search results"", ""search engine queries"", ""search query"", ""search engine results"", ""search results classifications"", ""search queries"", ""query classification"", ""search results"", ""web search"", ""web query"", ""search engine"", ""query classifier"", ""search summaries"", ""web queries"", ""such queries"", ""web results"", ""search"", ""query"", ""document classification"", ""results pages"", ""classification taxonomy"", ""queries"", ""classification"", ""results"", ""document classifier"", ""such ads"", ""such classifications"", ""document d."", ""document classifications"", ""q) ="", ""voting method"", ""web"", ""such"", ""pages"", ""document"", ""="", ""taxonomy"", ""set"", ""knowledge"", ""engine"", ""classifier"", ""method"", ""relevance"", ""however,"", ""d."", ""summaries"", ""voting"", ""q)"", ""ads"", ""classifications""]","[""crawling"", ""web search"", ""affinity score"", ""search engine"", ""voting scheme"", ""topical taxonomy"", ""blind relevance feedback"", ""machine learning"", ""adaptation"", ""relevance feedback"", ""information retrieval"", ""search advertising"", ""query classification"", ""conditional probability""]"
"SubString{String}[""barriers agents"", ""market barriers"", ""agents satisfaction"", ""product performance"", ""agents"", ""word-of-mouth communication"", ""market"", ""word-of-mouth referral"", ""product"", ""barriers"", ""satisfaction level"", ""agent"", ""network"", ""referral information"", ""word-of-mouth"", ""products"", ""time"", ""performance"", ""satisfaction"", ""level"", ""communication"", ""system"", ""="", ""information"", ""referrals"", ""referral""]","[""purchasing behaviour"", ""social network"", ""artificial social system"", ""market barrier"", ""defection behaviour"", ""agent-based model"", ""switching behaviour"", ""psychological affinity"", ""word-of-mouth communication"", ""marketing system"", ""referral system"", ""consumer choice"", ""social psychology"", ""cognitive model"", ""switching cost""]"
"SubString{String}[""learning ranking functions"", ""retrieval function scores"", ""learning algorithm"", ""− i −"", ""i ="", ""retrieval functions"", ""retrieval function"", ""relevant documents"", ""ranking functions"", ""ranking function"", ""map"", ""algorithm"", ""="", ""function h"", ""≤ i"", ""i −"", ""relevant document"", ""retrieval"", ""documents"", ""learning"", ""ranking"", ""performance"", ""functions"", ""function"", ""x"", ""≤"", ""−"", ""relevant"", ""scores"", ""h"", ""i"", ""document""]","[""supervised learning"", ""relaxation of map"", ""rank"", ""learning technique"", ""map relaxation"", ""optimal solution"", ""machine learn for information retrieval"", ""surrogate measure"", ""probability"", ""information retrieval system"", ""mean average precision"", ""machine learning"", ""ranked retrieval system"", ""support vector machine"", ""loss function""]"
"SubString{String}[""grid service discovery"", ""other service discovery"", ""a service"", ""such a registry"", ""service discovery"", ""a query proxy"", ""service information"", ""query service"", ""registry a"", ""a registry"", ""a grid"", ""multiple proxy registries"", ""registry proxy"", ""proxy registry"", ""a proxy"", ""grid services"", ""a discovery"", ""a search"", ""service"", ""grid information"", ""services discovery"", ""discovery services"", ""query multiple registries"", ""proxy registries"", ""a query"", ""information services"", ""multiple proxy"", ""multiple registries"", ""registry"", ""a"", ""grid"", ""query multiple"", ""services"", ""proxy"", ""discovery"", ""search"", ""registries"", ""information"", ""such"", ""other"", ""multiple"", ""architecture"", ""query"", ""network""]","[""scalability issue"", ""bamboo dht code"", ""discovery"", ""query"", ""md"", ""deployment issue"", ""case-insensitive search"", ""dht"", ""dht based uddi registry hierarchy"", ""uddi registry"", ""qos-based service discovery"", ""soft state"", ""web service"", ""grid service discovery"", ""longest available prefix"", ""uddi"", ""autonomous control"", ""grid computing"", ""distributed web-service discovery architecture""]"
"SubString{String}[""term feedback relevant term feedback"", ""relevance feedback term feedback"", ""user feedback terms"", ""user term feedback"", ""term relevance feedback"", ""term feedback performance"", ""feedback term presentation"", ""feedback terms"", ""term feedback"", ""feedback term"", ""relevant feedback documents"", ""user feedback"", ""query terms"", ""relevance feedback"", ""user term"", ""query term"", ""cluster feedback"", ""relevant terms"", ""term relevance"", ""feedback documents"", ""term relevant"", ""relevant term"", ""feedback document"", ""document feedback"", ""query language model"", ""presentation terms"", ""user relevance"", ""term presentation"", ""presentation term"", ""feedback"", ""query model"", ""terms"", ""cluster relevance"", ""relevant cluster"", ""term"", ""query language"", ""relevance model"", ""document language model"", ""retrieval model"", ""information retrieval"", ""cluster model"", ""relevant documents"", ""retrieval performance"", ""document relevance"", ""relevant document"", ""user"", ""query"", ""cluster number"", ""language model"", ""relevance"", ""relevant"", ""retrieval"", ""cluster"", ""model"", ""information"", ""documents"", ""performance"", ""presentation"", ""top"", ""language"", ""document"", ""number""]","[""query model"", ""language modeling"", ""query expansion process"", ""interactive adhoc search"", ""probability"", ""query expansion"", ""information retrieval"", ""interactive retrieval"", ""presentation term"", ""kl-divergence"", ""retrieval performance"", ""term-based feedback""]"
"SubString{String}[""model information retrieval"", ""document + query"", ""query model"", ""query term"", ""query expansion"", ""relevance model"", ""query language"", ""query terms"", ""term expansion"", ""expansion term"", ""language model"", ""term concepts"", ""information retrieval"", ""documents model"", ""document expansion"", ""expansion concepts"", ""term concept"", ""document retrieval"", ""relevance models"", ""concept expansion"", ""expansion terms"", ""document models"", ""query"", ""model"", ""language models"", ""term"", ""information"", ""relevance"", ""expansion"", ""document"", ""concepts"", ""retrieval"", ""language"", ""set"", ""models"", ""concept"", ""features"", ""terms"", ""+"", ""documents"", ""data""]","[""web search"", ""language modeling framework"", ""rm3"", ""rocchio algorithm"", ""ad-hoc retrieval"", ""language modeling approach"", ""document routing"", ""mrf model"", ""robust query expansion technique"", ""relevance feedback"", ""query expansion"", ""relevance distribution"", ""information retrieval"", ""mrf"", ""pseudo-relevance feedback"", ""markov random field"", ""language modeling query expansion technique""]"
"SubString{String}[""agent commitments"", ""agent behaviour"", ""agent i"", ""different agent"", ""agent action"", ""agent communication"", ""commitment state"", ""communication semantics"", ""agents i"", ""commitment transition"", ""r ="", ""r ∈"", ""agent"", ""s ∈"", ""semantics"", ""semantic state"", ""state s"", ""r r"", ""commitment"", ""state transition"", ""different semantic"", ""agents"", ""semantic transition"", ""="", ""∈"", ""commitments"", ""behaviour"", ""state"", ""r"", ""semantic"", ""i"", ""s"", ""framework"", ""different"", ""action"", ""communication"", ""transition"", ""set""]","[""expectation mutuality"", ""social reasoning"", ""non-redundancy"", ""agent communication language"", ""state transition system"", ""commitment-based semantics"", ""social reason"", ""mutuality of expectation"", ""reputation-based adaptation"", ""recovery mechanism"", ""dynamic semantics""]"
"SubString{String}[""conditional commitment strategy profile f"", ""conditional commitment profile g such"", ""such mixed conditional commitments"", ""conditional commitment profile f"", ""mixed conditional commitments"", ""strategy profile f ="", ""conditional commitment profile"", ""conditional commitment f"", ""commitment profile such"", ""conditional commitments"", ""commitments conditional"", ""player commitments"", ""players commitment"", ""conditional commitment"", ""commitment conditional"", ""such commitments"", ""player commitment"", ""conditional extortion f"", ""mixed strategy profile"", ""players conditional"", ""mixed commitments"", ""game players"", ""conditional strategy"", ""commitment profile"", ""mixed commitment"", ""other commitment"", ""row player"", ""mixed conditional"", ""other players"", ""strategy profile"", ""conditional extortion"", ""strategic game"", ""player mixed"", ""player strategic"", ""mixed strategy"", ""other strategy"", ""commitments"", ""f ="", ""= f"", ""g ="", ""such extortion"", ""commitment"", ""players"", ""extortion g"", ""conditional"", ""game"", ""player"", ""strategy"", ""="", ""such"", ""row"", ""profile"", ""f"", ""order"", ""mixed"", ""strategic"", ""other"", ""extortion"", ""g""]","[""induction hypothesis"", ""electronic market"", ""sequential commitment type"", ""game theory"", ""credibility"", ""pareto efficient conditional extortion"", ""extortion"", ""distributed computing"", ""strategic position"", ""freedom of action"", ""commitment"", ""action freedom"", ""stackleberg setting"", ""pareto efficiency"", ""decision making"", ""optimal conditional commitment"", ""multiagent system""]"
"SubString{String}[""content management policies"", ""content management system"", ""content manager"", ""continuous media content"", ""content management"", ""such content"", ""content such"", ""media content"", ""store content"", ""continuous content"", ""content"", ""storage policy"", ""network storage devices"", ""storage manager"", ""policy manager"", ""manager policy"", ""policy management"", ""storage devices"", ""storage policies"", ""network storage"", ""policy store"", ""storage"", ""policy"", ""manager"", ""continuous media"", ""management"", ""devices"", ""such"", ""architecture"", ""policies"", ""data"", ""media"", ""information"", ""store"", ""network"", ""system"", ""continuous""]","[""network enabled dvr"", ""uniform resource locator"", ""policy manager"", ""carrier-grade spectrum manager"", ""spectrum content management system"", ""application program interface"", ""home-networking scenario"", ""distribute content management"", ""content distribution network"", ""high-performance database system"", ""continuous media storage""]"
